MRIEMR_r,RuleGO,DTHF
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
0.9,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
0.9,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
0.88,0.93,1.0
1.0,0.93,1.0
0.9,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
0.9,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.93,1.0
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
0.94,0.86,0.98
0.94,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
0.94,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
0.94,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
0.94,0.86,0.98
1.0,0.86,0.98
0.98,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
0.98,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
0.96,0.86,0.98
0.98,0.86,0.98
1.0,0.86,0.98
1.0,0.86,0.98
0.94,0.86,0.98
0.87,0.86,0.98
0.94,0.86,0.98
1.0,0.55,1.0
1.0,0.55,1.0
0.82,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
0.8415841584158416,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
0.8415841584158416,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
0.8415841584158416,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
0.8415841584158416,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
0.8415841584158416,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
0.8415841584158416,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
0.8415841584158416,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
0.8415841584158416,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
0.8415841584158416,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
0.8415841584158416,0.9207920792079208,1.0
1.0,0.9207920792079208,1.0
1.0,0.91,1.0
0.89,0.91,1.0
0.47,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
0.89,0.91,1.0
0.95,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
0.89,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
0.58,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
0.89,0.91,1.0
0.89,0.91,1.0
0.89,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
0.89,0.91,1.0
1.0,0.91,1.0
0.89,0.91,1.0
0.89,0.91,1.0
0.95,0.91,1.0
0.89,0.91,1.0
0.89,0.91,1.0
0.89,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
0.58,0.91,1.0
0.89,0.91,1.0
1.0,0.91,1.0
1.0,0.91,1.0
0.88,0.98,0.87
0.93,0.98,0.87
1.0,0.98,0.87
0.94,0.98,0.87
1.0,0.98,0.87
0.9,0.98,0.87
0.9,0.98,0.87
0.88,0.98,0.87
1.0,0.98,0.87
0.85,0.98,0.87
0.84,0.98,0.87
0.94,0.98,0.87
0.94,0.98,0.87
0.93,0.98,0.87
1.0,0.98,0.87
1.0,0.98,0.87
1.0,0.98,0.87
0.9,0.98,0.87
1.0,0.98,0.87
1.0,0.98,0.87
0.9,0.98,0.87
0.88,0.98,0.87
0.9,0.98,0.87
0.98,0.98,0.87
0.93,0.98,0.87
1.0,0.98,0.87
1.0,0.98,0.87
0.84,0.98,0.87
0.93,0.98,0.87
0.9,0.98,0.87
1.0,0.98,0.87
0.88,0.98,0.87
0.93,0.98,0.87
0.9,0.98,0.87
0.88,0.98,0.87
0.9,0.98,0.87
0.94,0.98,0.87
0.9,0.98,0.87
1.0,0.98,0.87
0.88,0.98,0.87
1.0,0.98,0.87
0.94,0.98,0.87
0.9,0.98,0.87
0.9,0.98,0.87
1.0,0.98,0.87
0.81,0.98,0.87
1.0,0.98,0.87
1.0,0.98,0.87
0.88,0.98,0.87
1.0,0.98,0.87
0.5445544554455446,0.7623762376237624,0.8514851485148515
1.0,0.7623762376237624,0.8514851485148515
0.5544554455445545,0.7623762376237624,0.8514851485148515
0.6336633663366337,0.7623762376237624,0.8514851485148515
0.6435643564356436,0.7623762376237624,0.8514851485148515
0.6633663366336634,0.7623762376237624,0.8514851485148515
0.6732673267326733,0.7623762376237624,0.8514851485148515
0.6732673267326733,0.7623762376237624,0.8514851485148515
0.8910891089108911,0.7623762376237624,0.8514851485148515
0.6435643564356436,0.7623762376237624,0.8514851485148515
0.8910891089108911,0.7623762376237624,0.8514851485148515
0.8910891089108911,0.7623762376237624,0.8514851485148515
0.5445544554455446,0.7623762376237624,0.8514851485148515
0.6336633663366337,0.7623762376237624,0.8514851485148515
0.8910891089108911,0.7623762376237624,0.8514851485148515
0.8910891089108911,0.7623762376237624,0.8514851485148515
0.6336633663366337,0.7623762376237624,0.8514851485148515
0.48514851485148514,0.7623762376237624,0.8514851485148515
0.6237623762376238,0.7623762376237624,0.8514851485148515
0.8910891089108911,0.7623762376237624,0.8514851485148515
0.8910891089108911,0.7623762376237624,0.8514851485148515
0.6633663366336634,0.7623762376237624,0.8514851485148515
0.7029702970297029,0.7623762376237624,0.8514851485148515
0.6237623762376238,0.7623762376237624,0.8514851485148515
0.6336633663366337,0.7623762376237624,0.8514851485148515
0.5445544554455446,0.7623762376237624,0.8514851485148515
0.693069306930693,0.7623762376237624,0.8514851485148515
0.6831683168316832,0.7623762376237624,0.8514851485148515
0.5445544554455446,0.7623762376237624,0.8514851485148515
0.8910891089108911,0.7623762376237624,0.8514851485148515
0.6633663366336634,0.7623762376237624,0.8514851485148515
0.7029702970297029,0.7623762376237624,0.8514851485148515
0.6336633663366337,0.7623762376237624,0.8514851485148515
0.6633663366336634,0.7623762376237624,0.8514851485148515
0.6336633663366337,0.7623762376237624,0.8514851485148515
0.8910891089108911,0.7623762376237624,0.8514851485148515
0.6336633663366337,0.7623762376237624,0.8514851485148515
0.6336633663366337,0.7623762376237624,0.8514851485148515
0.6534653465346535,0.7623762376237624,0.8514851485148515
0.693069306930693,0.7623762376237624,0.8514851485148515
0.693069306930693,0.7623762376237624,0.8514851485148515
0.6336633663366337,0.7623762376237624,0.8514851485148515
0.6534653465346535,0.7623762376237624,0.8514851485148515
0.5544554455445545,0.7623762376237624,0.8514851485148515
0.6237623762376238,0.7623762376237624,0.8514851485148515
0.6336633663366337,0.7623762376237624,0.8514851485148515
0.8910891089108911,0.7623762376237624,0.8514851485148515
0.8910891089108911,0.7623762376237624,0.8514851485148515
0.693069306930693,0.7623762376237624,0.8514851485148515
0.49504950495049505,0.7623762376237624,0.8514851485148515
1.0,0.6,1.0
1.0,0.6,1.0
0.4,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
0.4,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
0.4,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
0.4,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
0.4,0.6,1.0
0.4,0.6,1.0
1.0,0.6,1.0
0.4,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
0.4,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
0.4,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
1.0,0.6,1.0
0.4,0.6,1.0
1.0,0.6,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
1.0,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
1.0,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
1.0,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
1.0,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
1.0,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
0.6,0.9,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
0.42574257425742573,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
0.42574257425742573,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
0.42574257425742573,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
0.5742574257425742,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
0.5742574257425742,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
0.5742574257425742,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
0.5742574257425742,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
0.5742574257425742,0.7029702970297029,1.0
0.5742574257425742,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
1.0,0.7029702970297029,1.0
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.46534653465346537,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.46534653465346537,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.46534653465346537,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
1.0,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.8316831683168316,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.7326732673267327,0.9108910891089109,0.7722772277227723
0.38613861386138615,0.9108910891089109,0.7722772277227723
0.49504950495049505,0.7524752475247525,0.8811881188118812
0.5445544554455446,0.7524752475247525,0.8811881188118812
0.4752475247524752,0.7524752475247525,0.8811881188118812
0.49504950495049505,0.7524752475247525,0.8811881188118812
0.4752475247524752,0.7524752475247525,0.8811881188118812
0.6336633663366337,0.7524752475247525,0.8811881188118812
0.2079207920792079,0.7524752475247525,0.8811881188118812
0.49504950495049505,0.7524752475247525,0.8811881188118812
0.3564356435643564,0.7524752475247525,0.8811881188118812
0.4752475247524752,0.7524752475247525,0.8811881188118812
0.49504950495049505,0.7524752475247525,0.8811881188118812
0.297029702970297,0.7524752475247525,0.8811881188118812
0.49504950495049505,0.7524752475247525,0.8811881188118812
0.5841584158415841,0.7524752475247525,0.8811881188118812
0.49504950495049505,0.7524752475247525,0.8811881188118812
0.5742574257425742,0.7524752475247525,0.8811881188118812
0.4752475247524752,0.7524752475247525,0.8811881188118812
0.48514851485148514,0.7524752475247525,0.8811881188118812
0.48514851485148514,0.7524752475247525,0.8811881188118812
0.48514851485148514,0.7524752475247525,0.8811881188118812
0.48514851485148514,0.7524752475247525,0.8811881188118812
0.37623762376237624,0.7524752475247525,0.8811881188118812
0.49504950495049505,0.7524752475247525,0.8811881188118812
0.48514851485148514,0.7524752475247525,0.8811881188118812
0.49504950495049505,0.7524752475247525,0.8811881188118812
0.594059405940594,0.7524752475247525,0.8811881188118812
0.49504950495049505,0.7524752475247525,0.8811881188118812
0.2079207920792079,0.7524752475247525,0.8811881188118812
0.49504950495049505,0.7524752475247525,0.8811881188118812
0.49504950495049505,0.7524752475247525,0.8811881188118812
0.49504950495049505,0.7524752475247525,0.8811881188118812
0.5742574257425742,0.7524752475247525,0.8811881188118812
0.5841584158415841,0.7524752475247525,0.8811881188118812
0.4752475247524752,0.7524752475247525,0.8811881188118812
0.4752475247524752,0.7524752475247525,0.8811881188118812
0.49504950495049505,0.7524752475247525,0.8811881188118812
0.48514851485148514,0.7524752475247525,0.8811881188118812
0.5841584158415841,0.7524752475247525,0.8811881188118812
0.7821782178217822,0.7524752475247525,0.8811881188118812
0.2079207920792079,0.7524752475247525,0.8811881188118812
0.49504950495049505,0.7524752475247525,0.8811881188118812
0.43564356435643564,0.7524752475247525,0.8811881188118812
0.5841584158415841,0.7524752475247525,0.8811881188118812
0.43564356435643564,0.7524752475247525,0.8811881188118812
0.5742574257425742,0.7524752475247525,0.8811881188118812
0.594059405940594,0.7524752475247525,0.8811881188118812
0.6336633663366337,0.7524752475247525,0.8811881188118812
0.48514851485148514,0.7524752475247525,0.8811881188118812
0.2079207920792079,0.7524752475247525,0.8811881188118812
0.49504950495049505,0.7524752475247525,0.8811881188118812
0.27722772277227725,1.0,0.9108910891089109
0.49504950495049505,1.0,0.9108910891089109
0.6435643564356436,1.0,0.9108910891089109
0.42574257425742573,1.0,0.9108910891089109
0.48514851485148514,1.0,0.9108910891089109
0.5346534653465347,1.0,0.9108910891089109
0.5445544554455446,1.0,0.9108910891089109
0.37623762376237624,1.0,0.9108910891089109
0.37623762376237624,1.0,0.9108910891089109
0.32673267326732675,1.0,0.9108910891089109
0.5247524752475248,1.0,0.9108910891089109
0.6138613861386139,1.0,0.9108910891089109
0.5643564356435643,1.0,0.9108910891089109
0.44554455445544555,1.0,0.9108910891089109
0.42574257425742573,1.0,0.9108910891089109
0.24752475247524752,1.0,0.9108910891089109
0.44554455445544555,1.0,0.9108910891089109
0.24752475247524752,1.0,0.9108910891089109
0.39603960396039606,1.0,0.9108910891089109
0.3564356435643564,1.0,0.9108910891089109
0.44554455445544555,1.0,0.9108910891089109
0.44554455445544555,1.0,0.9108910891089109
0.37623762376237624,1.0,0.9108910891089109
0.5841584158415841,1.0,0.9108910891089109
0.3564356435643564,1.0,0.9108910891089109
0.7326732673267327,1.0,0.9108910891089109
0.6138613861386139,1.0,0.9108910891089109
0.6138613861386139,1.0,0.9108910891089109
0.44554455445544555,1.0,0.9108910891089109
0.504950495049505,1.0,0.9108910891089109
0.49504950495049505,1.0,0.9108910891089109
0.44554455445544555,1.0,0.9108910891089109
0.24752475247524752,1.0,0.9108910891089109
0.5742574257425742,1.0,0.9108910891089109
0.6732673267326733,1.0,0.9108910891089109
0.5544554455445545,1.0,0.9108910891089109
0.5544554455445545,1.0,0.9108910891089109
0.8811881188118812,1.0,0.9108910891089109
0.43564356435643564,1.0,0.9108910891089109
0.504950495049505,1.0,0.9108910891089109
0.7524752475247525,1.0,0.9108910891089109
0.5841584158415841,1.0,0.9108910891089109
0.5148514851485149,1.0,0.9108910891089109
0.504950495049505,1.0,0.9108910891089109
0.44554455445544555,1.0,0.9108910891089109
0.7227722772277227,1.0,0.9108910891089109
0.44554455445544555,1.0,0.9108910891089109
0.5544554455445545,1.0,0.9108910891089109
0.6732673267326733,1.0,0.9108910891089109
0.5544554455445545,1.0,0.9108910891089109
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,0.855
0.31,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
0.31,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
0.31,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
0.31,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
0.31,1.0,0.855
0.21,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
0.31,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
1.0,1.0,0.855
0.33,0.635,1.0
1.0,0.635,1.0
0.33,0.635,1.0
0.33,0.635,1.0
1.0,0.635,1.0
0.33,0.635,1.0
0.33,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
